Age,BusinessTravel,EducationField,Gender,JobLevel,JobRole,NumCompaniesWorked,Suitable
46,1,1,1,5,0,5,0
35,1,1,1,2,0,3,1
24,1,1,0,1,1,1,1
33,2,0,0,2,0,1,1
36,1,1,1,1,1,1,1
30,1,1,1,2,1,1,1
44,1,0,1,2,1,1,0
20,1,0,1,1,0,1,0
46,1,1,1,2,0,2,0
42,0,0,1,2,0,7,0
60,1,0,1,2,0,0,0
32,2,0,0,1,1,1,1
32,2,1,0,2,1,4,1
36,1,1,0,3,0,2,1
33,1,0,1,1,1,0,1
40,1,1,0,2,0,7,0
25,1,1,1,2,0,0,1
30,1,0,1,1,1,0,1
42,2,0,0,3,0,3,0
35,0,0,0,3,0,4,1
27,1,1,1,1,1,1,1
54,2,1,0,3,0,7,0
44,1,1,0,1,1,1,0
19,0,0,0,1,1,1,0
29,1,1,0,1,1,1,1
54,1,1,1,4,0,3,0
31,1,0,1,2,0,1,1
31,1,0,0,2,0,1,1
59,1,1,0,2,0,5,0
43,1,1,1,5,0,3,0
49,1,0,1,5,1,2,0
36,2,1,1,1,1,1,1
48,1,1,1,1,1,5,0
27,1,1,1,1,1,1,1
29,1,1,1,2,0,1,1
48,1,1,1,5,0,6,0
29,1,1,0,4,0,3,1
34,1,1,0,1,1,0,1
44,1,0,1,5,1,7,0
33,1,0,1,3,0,0,1
19,1,1,0,1,1,1,0
23,1,1,1,1,1,1,1
25,2,1,1,1,0,1,1
26,1,1,1,1,1,1,1
45,1,0,0,5,1,2,0
55,0,0,1,4,0,1,0
21,2,1,0,1,1,1,1
46,1,0,0,5,1,2,0
34,1,0,0,2,0,0,1
51,2,1,1,5,1,4,0
59,1,0,1,3,0,6,0
34,2,0,0,2,1,4,1
28,2,0,1,1,1,0,1
44,1,1,1,5,1,1,0
34,2,1,1,2,0,4,1
35,1,1,1,1,1,0,1
42,1,0,0,2,1,6,0
43,1,0,0,3,0,3,0
36,1,1,0,2,0,9,0
44,1,0,0,3,0,1,0
28,2,1,1,1,1,1,1
51,2,0,0,1,1,0,0
30,0,0,0,2,0,7,0
29,1,1,0,1,1,3,1
28,1,1,1,1,1,2,1
25,1,0,0,1,1,1,1
32,1,0,1,2,0,1,1
45,2,0,0,5,1,3,0
39,1,0,0,4,1,6,0
58,1,1,1,1,1,1,0
32,1,1,1,2,1,1,1
39,1,0,1,1,1,0,0
30,1,1,0,2,1,0,1
36,1,1,0,3,0,3,1
46,1,1,0,1,0,6,0
28,0,1,0,2,1,0,1
50,1,1,0,4,0,4,0
40,1,0,1,3,0,2,0
52,1,1,1,3,0,9,0
30,1,0,0,3,1,1,1
39,1,1,1,2,0,0,0
31,0,1,0,3,0,1,1
41,0,0,1,2,0,1,0
31,2,1,0,1,0,1,1
44,1,1,1,1,1,4,0
42,0,1,1,4,1,0,0
55,1,0,0,5,1,4,0
56,1,1,1,5,1,6,0
40,0,1,1,1,1,9,0
34,1,1,1,3,0,0,1
40,1,1,1,2,1,1,0
41,2,0,0,2,0,0,0
35,2,1,1,2,1,1,1
51,1,1,1,4,1,1,0
38,1,1,0,2,0,3,1
34,1,0,0,2,0,1,1
25,1,0,1,1,1,3,1
58,1,0,0,3,0,7,0
40,1,1,1,1,1,3,0
36,2,0,0,2,0,2,1
48,1,1,1,3,0,1,0
27,1,0,0,1,0,8,0
51,1,1,0,4,0,3,0
18,0,1,0,1,1,1,0
35,1,0,0,2,1,0,1
27,2,1,1,2,0,3,1
55,1,0,1,4,0,6,0
56,1,1,1,4,0,4,0
34,0,1,0,1,1,1,1
40,1,0,0,2,0,5,0
34,1,0,1,2,1,4,1
31,2,1,0,1,0,7,0
35,2,0,0,2,0,0,1
38,2,1,1,1,1,1,1
34,1,1,0,2,0,1,1
28,1,1,1,2,0,1,1
31,1,0,1,2,0,1,1
39,1,1,1,2,0,3,0
51,2,0,1,3,0,2,0
41,2,1,0,2,1,3,0
37,1,1,1,1,1,7,0
33,2,1,1,2,0,6,0
32,1,0,1,2,0,0,1
39,0,1,1,3,0,3,0
25,1,1,1,2,0,2,1
52,2,0,0,4,0,2,0
43,1,0,0,2,1,1,0
27,1,0,0,2,0,1,1
27,1,1,0,1,1,1,1
26,1,0,1,1,1,0,1
42,1,0,0,4,1,0,0
52,1,0,0,1,1,9,0
37,1,0,0,1,1,4,1
35,2,1,1,3,0,2,1
25,1,1,1,1,1,4,1
26,1,0,1,1,1,0,1
29,1,0,1,3,0,1,1
49,2,1,1,2,1,3,0
29,2,0,0,3,0,0,1
54,1,0,0,4,0,6,0
58,1,0,0,5,0,3,0
55,1,0,1,4,0,2,0
36,1,0,0,2,0,3,1
31,2,1,0,1,0,1,1
30,1,0,0,2,0,7,0
31,1,1,0,4,0,3,1
34,2,0,1,1,1,5,0
31,1,1,0,1,1,1,1
27,1,1,1,1,1,0,1
36,1,1,1,2,1,1,1
36,1,0,0,2,0,4,1
47,1,1,1,1,1,7,0
25,1,1,1,1,0,3,1
37,0,1,1,1,1,0,1
56,1,1,0,1,1,2,0
47,1,0,0,4,0,3,0
24,1,0,0,2,0,1,1
32,1,0,1,2,0,4,1
34,1,1,0,1,1,5,0
41,1,0,1,1,1,2,0
40,0,0,1,2,1,3,0
31,1,1,1,3,0,1,1
46,1,0,1,3,0,4,0
39,0,1,0,1,1,2,0
31,2,1,0,3,0,1,1
45,1,0,1,3,0,2,0
31,1,0,0,1,0,9,0
31,2,1,1,1,1,6,0
45,1,1,1,3,0,4,0
48,1,0,1,2,0,4,0
34,1,1,0,1,0,1,1
40,0,0,1,3,0,2,0
28,1,0,1,2,0,0,1
44,0,1,1,1,1,3,0
53,1,0,1,4,0,4,0
49,1,1,1,2,0,2,0
40,1,0,1,1,1,2,0
44,1,1,1,1,1,1,0
33,2,0,1,2,0,0,1
34,1,0,1,2,0,3,1
30,1,1,1,2,0,8,0
42,2,0,0,1,1,1,0
44,2,0,0,2,0,7,0
30,0,1,1,1,1,1,1
57,1,1,1,2,1,0,0
49,1,1,1,3,0,3,0
34,2,0,1,4,0,7,0
28,2,1,1,1,0,3,1
29,2,1,0,2,0,5,0
34,1,0,0,2,0,0,1
35,1,1,1,1,0,1,1
24,2,0,1,1,1,2,1
24,0,1,0,1,0,1,1
44,2,0,1,3,0,5,0
29,1,1,1,2,0,1,1
30,1,1,1,1,0,0,1
55,1,1,1,2,0,0,0
33,1,0,0,1,1,8,0
47,1,0,0,2,0,3,0
28,2,0,1,1,1,7,0
28,1,1,1,1,1,1,1
28,2,1,1,2,0,0,1
49,1,0,0,2,1,4,0
29,2,1,0,1,1,0,1
28,1,1,1,2,0,1,1
33,1,1,1,2,0,2,1
32,1,0,1,3,1,2,1
54,2,0,0,4,1,3,0
29,1,1,1,1,1,6,0
44,1,1,1,4,0,3,0
39,1,1,0,3,0,4,0
46,1,1,0,4,1,8,0
35,1,1,0,3,0,1,1
23,1,1,1,2,1,0,1
40,1,1,1,1,1,3,0
34,1,1,1,3,0,1,1
31,2,1,0,1,1,1,1
50,2,0,1,4,0,1,0
34,1,1,1,1,0,0,1
42,1,0,1,1,1,4,0
37,1,0,1,2,1,1,1
29,1,0,0,2,0,3,1
33,1,1,1,2,0,1,1
45,1,1,1,1,1,4,0
42,2,1,1,3,0,2,0
40,1,0,1,2,0,0,0
33,1,1,1,2,1,1,1
40,1,0,1,4,1,1,0
24,1,1,1,1,1,0,1
40,0,1,1,2,0,3,0
45,1,1,1,3,0,1,0
35,1,1,0,1,0,0,1
32,1,1,0,2,1,3,1
36,1,1,1,1,0,3,1
48,1,1,0,2,0,8,0
29,1,1,1,1,1,6,0
33,1,1,1,2,0,2,1
30,1,1,1,2,0,1,1
38,2,0,1,2,0,3,1
35,1,0,1,1,1,1,1
30,1,1,1,3,0,3,1
35,1,1,0,1,1,1,1
53,1,1,0,3,0,0,0
38,1,0,1,2,0,4,1
32,0,1,1,2,1,4,1
48,1,0,0,1,1,8,0
34,1,0,1,1,1,1,1
55,1,0,1,5,1,1,0
34,1,1,1,2,1,9,0
26,1,1,0,1,1,1,1
38,1,1,1,2,0,0,1
38,1,1,0,2,0,2,1
36,1,1,0,2,0,6,0
29,1,0,1,1,1,1,1
35,1,0,0,2,0,3,1
39,1,0,1,3,0,2,0
29,2,1,1,2,0,1,1
50,1,0,1,5,1,4,0
23,1,1,1,1,1,2,1
36,2,1,1,2,1,3,1
42,1,0,1,5,1,8,0
35,1,1,1,2,1,1,1
34,2,1,1,2,0,1,1
40,1,1,0,2,0,1,0
43,1,1,1,1,1,5,0
35,1,1,1,1,1,1,1
46,1,1,1,4,1,1,0
28,1,0,1,1,1,1,1
22,0,0,0,1,1,1,1
50,2,0,1,4,0,2,0
32,1,0,0,1,1,3,1
44,1,0,0,5,0,0,0
30,1,0,1,1,1,1,1
45,1,0,0,2,1,1,0
45,0,0,1,2,0,1,0
31,2,0,1,2,0,7,0
36,1,1,0,2,0,9,0
34,2,1,1,2,0,1,1
49,1,1,0,1,1,1,0
39,1,0,1,2,0,2,0
27,1,0,1,1,1,1,1
35,1,1,1,2,1,1,1
28,1,0,0,2,0,0,1
21,1,0,1,1,1,1,1
18,2,0,0,1,0,1,0
47,1,1,0,5,1,3,0
39,1,0,1,2,1,0,0
40,1,1,0,3,0,1,0
35,0,1,0,2,0,1,1
37,1,1,1,2,0,3,1
39,2,0,0,2,0,0,0
45,1,0,0,2,0,1,0
38,1,0,0,3,0,3,1
35,1,0,1,3,0,9,0
37,1,0,0,1,1,1,1
40,1,1,0,3,0,6,0
44,2,0,1,2,0,4,0
48,2,0,1,4,1,2,0
35,1,0,1,2,0,6,0
24,2,1,0,1,1,1,1
27,1,0,0,1,1,7,0
27,2,0,1,1,1,2,1
40,1,1,1,1,1,3,0
29,1,0,1,2,0,9,0
36,1,1,0,3,0,4,1
25,2,1,1,2,0,1,1
39,1,0,1,2,0,4,0
49,1,0,0,4,0,3,0
50,1,1,0,3,0,5,0
20,1,0,0,1,0,1,0
34,1,1,0,2,1,1,1
36,1,1,1,1,1,2,1
49,1,1,0,4,0,2,0
36,0,0,0,2,0,0,1
36,1,1,1,2,0,6,0
54,1,0,0,4,1,3,0
43,1,1,1,4,0,1,0
35,2,0,1,2,0,3,1
38,2,1,1,2,1,7,0
29,1,0,1,2,0,1,1
33,1,0,1,2,0,1,1
32,1,0,1,2,1,0,1
31,1,1,0,2,0,1,1
49,1,0,0,1,1,4,0
38,2,0,0,1,1,1,1
47,1,1,0,4,1,6,0
49,1,1,1,4,1,4,0
41,1,1,1,3,0,3,0
20,1,1,1,1,0,1,0
33,0,1,0,2,0,1,1
36,1,1,1,2,0,6,0
44,1,1,0,1,0,4,0
23,1,0,1,1,1,1,1
38,1,0,0,1,1,7,0
53,1,0,1,3,0,3,0
48,2,0,0,1,0,2,0
32,1,1,1,1,1,1,1
26,0,0,1,1,1,1,1
55,1,1,1,1,1,5,0
34,1,0,1,2,1,1,1
60,1,0,1,3,0,3,0
33,1,0,1,1,1,1,1
37,2,0,1,2,0,1,1
34,1,1,0,1,1,1,1
23,1,1,1,1,0,1,1
44,1,1,0,3,0,1,0
35,2,0,1,1,1,0,1
43,1,0,1,2,0,1,0
24,1,0,1,1,1,1,1
41,1,0,1,3,0,1,0
29,1,0,0,1,1,9,0
36,1,1,0,2,0,3,1
45,0,1,1,3,0,3,0
24,1,0,1,1,0,1,1
47,2,1,1,4,0,7,0
26,1,0,1,1,1,1,1
45,1,1,0,4,0,1,0
32,2,1,1,1,1,6,0
31,1,1,1,1,1,1,1
41,0,0,1,2,0,6,0
40,1,1,0,2,0,2,0
24,1,0,1,1,1,1,1
46,1,1,1,2,0,6,0
35,1,1,1,2,0,2,1
30,1,1,1,1,1,1,1
47,0,0,1,2,0,7,0
46,1,1,1,3,0,4,0
36,1,0,1,2,0,5,0
32,1,1,1,2,0,6,0
23,1,0,0,1,1,1,1
31,2,1,0,2,0,2,1
39,0,1,1,2,1,1,0
32,1,1,1,3,0,3,1
40,1,0,1,5,1,1,0
45,1,1,0,3,0,4,0
30,2,1,0,1,1,0,1
24,2,0,1,1,0,0,1
30,2,0,0,1,0,6,0
31,1,1,1,2,0,1,1
27,1,0,0,1,1,1,1
29,1,0,0,1,0,1,1
29,2,1,1,2,0,8,0
30,1,0,1,3,0,2,1
34,1,0,1,1,1,0,1
33,0,0,0,2,0,8,0
49,1,0,0,2,0,3,0
33,1,1,0,3,0,2,1
38,2,0,0,1,1,4,1
31,1,0,1,3,0,2,1
29,1,1,0,1,1,1,1
30,1,1,1,2,0,3,1
32,0,1,1,1,1,2,1
38,1,0,1,2,0,3,1
43,2,1,1,1,1,9,0
42,1,0,1,1,1,8,0
55,1,0,1,5,0,8,0
33,0,1,1,2,1,5,0
41,1,1,1,1,1,1,0
34,0,1,1,2,0,1,1
53,0,0,0,4,0,4,0
43,1,1,1,1,0,0,0
34,1,1,0,2,0,5,0
21,1,0,1,1,0,1,1
38,1,0,0,1,1,1,1
22,1,0,0,1,1,1,1
31,1,0,0,2,0,1,1
51,1,1,0,3,1,2,0
37,1,0,1,2,0,1,1
46,1,0,1,5,0,7,0
36,1,1,1,3,0,7,0
44,2,0,1,1,1,1,0
37,1,0,1,2,0,2,1
35,1,1,1,2,0,1,1
33,1,1,1,1,1,6,0
28,1,1,1,1,1,1,1
39,1,0,1,3,0,7,0
46,0,1,1,2,0,8,0
40,1,1,0,1,1,4,0
42,1,0,1,2,0,5,0
35,0,0,1,2,0,2,1
38,0,0,1,1,0,5,0
34,2,1,1,2,1,4,1
37,1,0,1,2,0,1,1
39,2,1,1,2,0,2,0
43,0,1,1,1,1,4,0
41,1,1,1,2,0,3,0
41,1,0,0,3,0,0,0
30,1,0,0,3,0,9,0
26,1,0,0,1,0,0,1
46,1,0,0,2,0,4,0
40,1,1,0,2,0,4,0
34,1,1,1,2,0,1,1
58,0,0,1,4,1,4,0
35,1,0,1,1,1,0,1
47,1,1,0,3,0,8,0
40,1,1,0,2,0,2,0
54,1,0,0,2,1,4,0
31,2,0,0,3,0,2,1
28,1,0,0,1,1,1,1
38,1,0,0,2,0,2,1
26,1,0,1,2,0,1,1
58,2,1,1,4,0,2,0
18,0,0,0,1,1,1,0
31,1,0,1,1,0,0,1
29,1,0,1,1,0,4,1
45,0,1,0,2,0,4,0
36,1,0,0,2,1,4,1
43,2,1,1,2,0,1,0
27,2,1,0,1,1,0,1
29,2,0,1,1,1,1,1
32,2,0,1,2,0,8,0
42,0,1,1,1,1,3,0
47,1,1,0,1,1,4,0
46,1,1,1,3,0,3,0
28,0,1,1,1,0,1,1
29,1,1,1,2,0,8,0
42,1,1,1,1,1,4,0
32,1,0,1,2,0,7,0
46,1,1,0,4,0,2,0
27,1,0,0,2,0,1,1
29,1,0,1,1,0,1,1
43,1,0,0,5,1,7,0
48,1,1,1,5,0,4,0
29,2,1,1,1,1,1,1
46,1,1,0,3,0,5,0
27,2,1,0,1,1,0,1
39,1,0,1,2,1,8,0
55,1,1,1,1,1,8,0
28,1,0,0,1,0,1,1
30,1,0,1,1,0,1,1
22,1,1,1,1,1,1,1
36,1,1,0,2,0,1,1
31,1,1,1,2,1,1,1
34,1,1,1,3,0,2,1
29,1,1,1,1,1,3,1
37,1,0,1,2,1,5,0
35,1,0,0,2,0,0,1
45,1,1,0,2,0,0,0
36,2,0,1,2,0,1,1
40,1,1,1,4,1,2,0
26,1,1,0,1,1,1,1
27,1,0,0,2,0,0,1
48,2,0,0,4,1,3,0
44,1,1,1,2,0,2,0
34,0,1,1,1,1,1,1
56,1,1,1,1,1,1,0
36,1,0,1,2,0,2,1
41,1,0,0,2,0,5,0
42,1,0,1,3,0,9,0
31,1,0,0,2,0,2,1
34,1,0,0,2,0,3,1
31,1,0,0,1,1,8,0
26,2,0,1,1,1,0,1
45,2,0,1,2,0,4,0
33,1,0,1,2,0,1,1
28,2,1,1,2,0,1,1
29,2,1,1,1,0,1,1
39,0,1,0,2,0,6,0
27,1,1,1,1,1,1,1
34,2,0,1,2,1,1,1
28,1,0,0,2,0,3,1
47,0,1,1,2,1,8,0
56,1,0,0,2,0,4,0
39,1,0,1,2,0,1,0
38,2,0,0,2,1,1,1
58,1,1,0,4,1,4,0
32,2,1,0,1,1,3,1
38,1,1,1,1,1,2,1
49,2,1,1,5,0,3,0
42,1,0,1,2,0,3,0
27,2,0,0,1,0,1,1
35,1,0,1,2,0,0,1
28,0,0,1,1,1,1,1
31,0,0,1,1,1,1,1
36,0,1,1,1,1,1,1
34,1,0,1,3,0,1,1
34,1,0,1,3,0,1,1
26,1,0,1,1,1,0,1
29,1,1,1,2,0,0,1
32,0,0,0,2,0,5,0
31,2,1,1,2,1,1,1
28,1,1,1,1,1,5,0
38,1,1,1,1,0,4,1
35,1,1,0,2,0,1,1
27,1,0,1,2,0,1,1
32,1,1,1,2,0,8,0
31,2,0,1,2,0,1,1
53,1,1,1,3,0,6,0
54,1,1,0,2,1,3,0
33,2,1,1,2,0,1,1
43,1,1,1,3,0,1,0
38,2,0,1,1,0,0,1
55,1,0,1,5,1,4,0
31,1,0,0,1,1,1,1
39,1,0,1,4,0,0,0
42,0,1,1,2,1,1,0
31,0,0,0,3,0,4,1
54,1,0,0,2,0,6,0
24,1,1,1,2,0,1,1
23,1,0,1,1,1,1,1
40,2,1,0,2,1,1,0
40,1,0,0,2,0,3,0
25,1,0,0,1,0,4,1
30,1,0,1,1,1,1,1
25,1,0,1,1,1,6,0
47,1,0,1,3,0,2,0
33,0,0,1,1,1,1,1
38,1,1,1,2,0,0,1
31,1,1,1,1,0,0,1
38,2,1,1,2,0,2,1
42,1,1,1,2,1,6,0
41,1,1,1,1,1,3,0
47,0,0,0,3,0,0,0
35,1,0,1,1,1,7,0
22,1,1,1,1,1,0,1
35,1,0,1,2,1,1,1
33,1,0,0,2,0,0,1
32,1,1,0,1,1,1,1
40,1,1,1,1,1,8,0
32,1,0,1,1,0,0,1
39,1,1,1,2,1,7,0
38,1,0,0,3,0,3,1
32,1,0,0,3,0,1,1
37,1,1,0,3,0,1,1
25,1,0,0,2,0,0,1
52,0,1,1,1,0,2,0
44,1,0,1,1,1,6,0
21,1,0,1,1,0,1,1
39,0,1,1,5,1,2,0
23,2,0,1,1,0,1,1
36,1,0,0,3,0,0,1
36,2,1,0,2,0,7,0
56,0,1,1,2,0,1,0
29,1,0,1,1,1,9,0
42,1,1,1,5,1,5,0
56,1,1,1,1,1,8,0
41,1,1,0,4,0,0,0
34,1,0,0,2,0,1,1
36,0,0,1,2,0,1,1
41,1,1,1,2,0,2,0
32,1,1,1,1,1,1,1
35,1,1,0,3,0,1,1
38,1,1,0,2,0,1,1
50,2,1,1,2,0,7,0
36,1,0,0,2,0,4,1
45,1,1,0,2,0,8,0
40,1,1,1,1,1,2,0
35,2,1,1,2,0,1,1
40,1,0,0,1,1,2,0
35,1,1,0,1,1,1,1
29,1,0,1,2,1,4,1
29,1,0,0,1,1,1,1
50,1,0,1,3,0,4,0
39,1,0,0,4,0,0,0
31,0,0,1,2,0,0,1
26,1,0,0,1,0,0,1
36,2,0,1,2,1,4,1
39,1,0,1,3,0,4,0
27,1,1,1,2,0,1,1
49,2,0,1,2,0,2,0
34,1,0,1,2,1,2,1
